country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","20-01-2026 20:00:00",12.9756843,77.5660749,PM10,NA,NA,NA
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","20-01-2026 20:00:00",13.029152,77.585901,PM2.5,27,164,71
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","20-01-2026 20:00:00",13.029152,77.585901,PM10,46,163,86
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","20-01-2026 20:00:00",12.938539,77.590100,NO2,20,117,42
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","20-01-2026 20:00:00",12.938539,77.590100,CO,8,48,21
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","20-01-2026 20:00:00",12.920984,77.584908,PM10,62,136,94
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","20-01-2026 20:00:00",12.920984,77.584908,SO2,6,16,11
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","20-01-2026 20:00:00",12.920984,77.584908,CO,5,53,26
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","20-01-2026 20:00:00",12.920984,77.584908,OZONE,23,92,28
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","20-01-2026 20:00:00",12.7816279,77.6299145,NO2,19,25,23
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","20-01-2026 20:00:00",27.9002,76.9938,SO2,31,37,34
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","20-01-2026 20:00:00",27.9002,76.9938,CO,62,91,79
